location,SPI,frequency
"Albany, Gentry County, MO",-1.9,8
"Auxvasse, Audrain County, MO",-1.9,5
"Brunswick, Carroll County, MO",-1.9,13
"Cardwell, Dunklin County, MO",-1.9,11
"Charleston, Mississippi County, MO",-1.9,10
"Clarkton, Dunklin County, MO",-1.9,12
"Columbia-Sanborn Field, Boone County, MO",-1.9,7
"Columbia-South Farms, Boone County, MO",-1.9,9
"Cook Station, Crawford County, MO",-1.9,11
"Corning, Atchison County, MO",-1.9,9
"Delta, Cape Girardeau County, MO",-1.9,11
"Glennonville, Dunklin County, MO",-1.9,10
"Hayward, Pemiscot County, MO",-1.9,14
"Lamar, Barton County, MO",-1.9,8
"Linneus, Linn County, MO",-1.9,8
"Monroe City, Monroe County, MO",-1.9,6
"Novelty, Knox County, MO",-1.9,10
"Portageville, Pemiscot County, MO",-1.9,12
"St. Joseph, Buchanan County, MO",-1.9,15
